a,b,c,d,e,f,g,h,i,j,k,l,m,Time
-20.0,-24.0,1168.0,344.0,-476.0,-319.0,0.0,-0.41912500000000014,0.0,0.0,10111.0,2316.0,1425134331.123799,0.0
-12.0,-52.0,1156.0,337.0,-456.0,-295.0,0.0,-0.24412500000000015,-2.0938750000000006,0.4357500000000001,10111.0,2316.0,1425134331.350741,0.22694182395935059
-8.0,12.0,1172.0,335.0,-449.0,-298.0,0.0,-0.3053750000000002,3.8036249999999994,0.3832500000000003,10110.0,2317.0,1425134331.577565,0.453765869140625
-20.0,16.0,1124.0,334.0,-443.0,-301.0,0.0,0.27212499999999995,0.0,1.3107500000000005,10107.0,2317.0,1425134331.804568,0.6807689666748047
-64.0,-56.0,1216.0,331.0,-450.0,-299.0,0.0,-0.7866250000000001,0.0,3.087,10110.0,2317.0,1425134332.031244,0.907444953918457
-4.0,-72.0,1136.0,334.0,-455.0,-300.0,0.0,-0.20912500000000012,0.0,-0.8067499999999999,10111.0,2317.0,1425134332.258096,1.1342968940734863
-48.0,36.0,1140.0,330.0,-447.0,-297.0,0.0,0.49087499999999995,0.0,-0.8767499999999998,10108.0,2317.0,1425134332.484756,1.3609569072723389
-56.0,80.0,1076.0,334.0,-450.0,-300.0,0.0,-0.27912500000000007,0.0,-1.2354999999999998,10108.0,2318.0,1425134332.711504,1.5877048969268799
-56.0,0.0,1192.0,333.0,-441.0,-298.0,0.0,0.7533749999999999,0.0,-5.18175,10108.0,2318.0,1425134332.938462,1.8146629333496094
-8.0,-36.0,1180.0,323.0,-442.0,-296.0,0.0,-5.3191250000000005,0.0,2.8595,10108.0,2318.0,1425134333.165943,2.0421438217163086
-16.0,-16.0,1164.0,333.0,-437.0,-294.0,0.0,-4.619125,0.0,4.452,10108.0,2318.0,1425134333.392469,2.268669843673706
-4.0,28.0,1068.0,330.0,-448.0,-303.0,0.0,-0.8216250000000002,0.0,5.283250000000001,10109.0,2318.0,1425134333.619383,2.495584011077881
-72.0,12.0,1124.0,335.0,-449.0,-311.0,0.0,0.35087500000000005,0.0,2.1857500000000005,10109.0,2318.0,1425134333.84614,2.7223408222198486
-48.0,40.0,1088.0,333.0,-445.0,-304.0,0.0,0.0,0.0,0.0,10108.0,2318.0,1425134334.072876,2.9490768909454346
-60.0,36.0,1112.0,329.0,-454.0,-306.0,0.0,0.4296249999999999,0.0,-5.63675,10112.0,2318.0,1425134334.299929,3.1761298179626465
-44.0,-24.0,1160.0,331.0,-442.0,-311.0,0.0,-0.3403750000000001,0.0,-1.113,10108.0,2318.0,1425134334.527966,3.4041669368743896
-16.0,64.0,1156.0,332.0,-453.0,-304.0,0.0,0.2021249999999999,0.0,0.0,10108.0,2318.0,1425134334.754588,3.630788803100586
-56.0,36.0,1128.0,331.0,-454.0,-309.0,0.0,-0.1478750000000001,0.0,-1.03425,10110.0,2318.0,1425134334.981316,3.8575170040130615
-4.0,-84.0,1220.0,332.0,-443.0,-301.0,0.0,0.0,0.0,0.5495000000000001,10109.0,2318.0,1425134335.20825,4.084450960159302
-8.0,32.0,1052.0,329.0,-447.0,-302.0,0.0,-0.35787500000000017,0.0,-0.7192499999999997,10108.0,2318.0,1425134335.435144,4.311344861984253
-32.0,52.0,1100.0,336.0,-449.0,-306.0,0.0,-0.5678750000000001,0.0,0.3132500000000005,10110.0,2318.0,1425134335.663319,4.539520025253296
-20.0,-84.0,1216.0,325.0,-449.0,-303.0,0.0,0.0,0.0,1.0132500000000002,10111.0,2318.0,1425134335.890561,4.766762018203735
-28.0,-52.0,1172.0,332.0,-443.0,-305.0,0.0,0.0,0.0,0.0,10109.0,2318.0,1425134336.117306,4.993506908416748
-12.0,8.0,1144.0,326.0,-451.0,-294.0,0.0,-0.6641250000000002,0.0,-0.7192499999999997,10108.0,2318.0,1425134336.344106,5.220306873321533
-40.0,20.0,1124.0,317.0,-431.0,-290.0,0.0,0.0,-0.43137500000000095,0.7420000000000004,10109.0,2318.0,1425134336.572218,5.448418855667114
-40.0,-84.0,1256.0,333.0,-449.0,-306.0,0.0,-0.27037500000000014,0.0,0.6370000000000005,10107.0,2318.0,1425134336.79885,5.675050973892212
-44.0,-92.0,1236.0,332.0,-445.0,-304.0,0.0,0.24587499999999984,0.0,0.0,10109.0,2318.0,1425134337.025672,5.901872873306274
-12.0,12.0,1152.0,333.0,-446.0,-301.0,0.0,-0.20037500000000008,0.0,0.0,10110.0,2318.0,1425134337.252377,6.128577947616577
4.0,-72.0,1200.0,337.0,-447.0,-304.0,0.0,-0.2353750000000001,0.0,-0.6929999999999998,10109.0,2318.0,1425134337.479281,6.355481863021851
-44.0,52.0,1172.0,332.0,-442.0,-302.0,0.0,0.0,0.0,0.0,10110.0,2318.0,1425134337.706389,6.582589864730835
-20.0,-92.0,1204.0,328.0,-447.0,-298.0,0.0,-0.27912500000000007,0.0,0.0,10111.0,2318.0,1425134337.932928,6.809128999710083
8.0,-88.0,1180.0,332.0,-450.0,-306.0,0.0,0.0,0.0,0.0,10109.0,2318.0,1425134338.159967,7.036167860031128
-24.0,-8.0,1184.0,329.0,-446.0,-300.0,0.0,-0.4978750000000001,0.0,-0.7454999999999998,10109.0,2318.0,1425134338.387107,7.263307809829712
-4.0,4.0,1164.0,332.0,-450.0,-301.0,0.0,0.0,0.0,0.8295000000000003,10109.0,2318.0,1425134338.613781,7.4899818897247314
-32.0,-80.0,1200.0,334.0,-452.0,-306.0,0.0,-5.249125000000001,0.0,2.2382500000000003,10108.0,2318.0,1425134338.840817,7.717017889022827
4.0,-52.0,1164.0,333.0,-448.0,-307.0,0.0,-0.21787500000000015,0.0,1.4945000000000004,10109.0,2318.0,1425134339.067627,7.943827867507935
-8.0,12.0,1168.0,327.0,-453.0,-298.0,0.0,-0.7778750000000002,0.0,2.39575,10109.0,2318.0,1425134339.294549,8.17074990272522
-40.0,16.0,1112.0,325.0,-450.0,-301.0,0.0,0.0,0.0,1.0920000000000005,10109.0,2318.0,1425134339.521171,8.397372007369995
-32.0,-32.0,1132.0,331.0,-451.0,-302.0,0.0,-0.41037500000000016,0.0,0.0,10107.0,2318.0,1425134339.747863,8.624063968658447
-28.0,-60.0,1164.0,328.0,-452.0,-306.0,0.0,0.0,0.0,-0.31674999999999986,10108.0,2318.0,1425134339.974469,8.850669860839844
-32.0,-40.0,1208.0,330.0,-451.0,-306.0,0.0,-0.3053750000000002,0.0,-0.34299999999999975,10108.0,2318.0,1425134340.201365,9.077565908432007
-48.0,84.0,1096.0,334.0,-449.0,-304.0,0.0,0.0,0.0,-0.6142499999999997,10110.0,2318.0,1425134340.430286,9.30648684501648
-36.0,-20.0,1192.0,329.0,-452.0,-299.0,0.0,-0.7078750000000001,0.0,0.0,10110.0,2318.0,1425134340.65698,9.533180952072144
-24.0,-52.0,1172.0,327.0,-451.0,-295.0,0.0,0.0,0.0,0.0,10108.0,2318.0,1425134340.884894,9.761094808578491
-8.0,52.0,1060.0,336.0,-451.0,-304.0,0.0,0.0,0.0,-1.2354999999999998,10108.0,2318.0,1425134341.111487,9.987687826156616
16.0,-128.0,1220.0,336.0,-449.0,-301.0,0.0,0.0,0.0,0.4707500000000002,10110.0,2318.0,1425134341.338405,10.214605808258057
-12.0,-68.0,1216.0,334.0,-439.0,-301.0,0.0,-0.7341250000000001,0.0,0.9432500000000004,10110.0,2318.0,1425134341.565175,10.441375970840454
-32.0,4.0,1156.0,333.0,-444.0,-302.0,0.0,-0.24412500000000015,0.0,1.6695000000000002,10108.0,2318.0,1425134341.792375,10.668576002120972
-52.0,60.0,1080.0,336.0,-441.0,-302.0,0.0,-0.43662500000000015,0.0,0.8295000000000003,10109.0,2318.0,1425134342.019206,10.89540696144104
-4.0,16.0,1108.0,335.0,-452.0,-307.0,0.0,0.0,0.0,0.0,10106.0,2318.0,1425134342.246037,11.122237920761108
-20.0,-100.0,1188.0,339.0,-453.0,-304.0,0.0,-0.20037500000000008,0.0,0.0,10109.0,2318.0,1425134342.472821,11.349021911621094
-12.0,-36.0,1208.0,331.0,-450.0,-303.0,0.0,-0.19162500000000016,0.0,0.0,10110.0,2318.0,1425134342.699407,11.575608015060425
-60.0,56.0,1100.0,332.0,-453.0,-297.0,0.0,-0.32287500000000013,0.0,1.3632500000000003,10107.0,2319.0,1425134342.926301,11.802501916885376
-24.0,-32.0,1136.0,319.0,-443.0,-297.0,0.0,-0.34912500000000013,0.0,0.0,10108.0,2319.0,1425134343.153076,12.029276847839355
-16.0,-84.0,1244.0,332.0,-453.0,-301.0,0.0,-0.5241250000000002,0.0,1.4770000000000003,10112.0,2318.0,1425134343.380089,12.256289958953857
-40.0,-100.0,1260.0,331.0,-449.0,-307.0,0.0,-0.3053750000000002,0.0,1.0045000000000002,10108.0,2318.0,1425134343.606895,12.48309588432312
-32.0,-76.0,1220.0,327.0,-443.0,-305.0,0.0,-0.6028750000000002,0.0,0.6632500000000001,10109.0,2318.0,1425134343.833796,12.709996938705444
-4.0,-48.0,1200.0,328.0,-444.0,-294.0,0.0,0.41212499999999985,0.0,0.0,10109.0,2318.0,1425134344.060748,12.936949014663696
16.0,-104.0,1152.0,333.0,-452.0,-301.0,0.0,0.0,0.0,-1.03425,10108.0,2318.0,1425134344.287492,13.163692951202393
-12.0,4.0,1100.0,334.0,-452.0,-302.0,0.0,0.38587499999999997,0.0,-1.218,10109.0,2318.0,1425134344.514507,13.390707969665527
0.0,28.0,1108.0,332.0,-446.0,-297.0,0.0,0.0,0.0,-0.3517499999999998,10109.0,2318.0,1425134344.741273,13.617473840713501
-4.0,-120.0,1160.0,329.0,-450.0,-298.0,0.0,-0.44537500000000013,0.0,0.7595000000000005,10107.0,2319.0,1425134344.96792,13.844120979309082
-28.0,-12.0,1180.0,332.0,-446.0,-304.0,0.0,-0.19162500000000016,0.0,0.4270000000000005,10109.0,2319.0,1425134345.194548,14.070748805999756
-4.0,-68.0,1200.0,324.0,-453.0,-301.0,0.0,-0.8828750000000002,0.0,1.6870000000000003,10109.0,2318.0,1425134345.421702,14.297902822494507
0.0,-88.0,1196.0,334.0,-445.0,-305.0,0.0,0.0,0.0,0.0,10107.0,2318.0,1425134345.648476,14.52467679977417
-20.0,56.0,1068.0,333.0,-451.0,-299.0,0.0,-0.7253750000000001,0.0,0.41825000000000045,10108.0,2318.0,1425134345.875355,14.751555919647217
-8.0,4.0,1092.0,332.0,-450.0,-298.0,0.0,0.0,0.0,2.6932500000000004,10110.0,2318.0,1425134346.102059,14.978259801864624
24.0,-104.0,1176.0,331.0,-453.0,-302.0,0.0,-0.6203750000000001,0.0,0.6720000000000002,10109.0,2319.0,1425134346.329195,15.205395936965942
-32.0,40.0,1108.0,330.0,-453.0,-301.0,0.0,-0.7166250000000002,0.0,1.2407500000000002,10109.0,2319.0,1425134346.556008,15.432209014892578
-44.0,48.0,1156.0,331.0,-452.0,-302.0,0.0,-0.20037500000000008,0.0,0.0,10109.0,2319.0,1425134346.782969,15.659169912338257
-16.0,40.0,1164.0,336.0,-453.0,-306.0,0.0,0.0,0.0,0.0,10110.0,2319.0,1425134347.009544,15.88574481010437
-36.0,104.0,1144.0,329.0,-442.0,-304.0,0.0,-0.3666250000000001,0.0,-0.3867499999999997,10109.0,2318.0,1425134347.236328,16.112528800964355
-16.0,76.0,1116.0,324.0,-454.0,-303.0,0.0,0.0,0.0,0.9870000000000005,10108.0,2319.0,1425134347.463469,16.339669942855835
-32.0,0.0,1056.0,332.0,-440.0,-304.0,0.0,-0.32287500000000013,0.0,0.0,10107.0,2319.0,1425134347.690272,16.56647300720215
-40.0,-48.0,1164.0,330.0,-449.0,-307.0,0.0,-0.32287500000000013,0.0,0.0,10112.0,2318.0,1425134347.917026,16.793226957321167
-16.0,-72.0,1260.0,331.0,-451.0,-304.0,0.0,0.0,0.863624999999999,0.39200000000000035,10109.0,2319.0,1425134348.143788,17.019989013671875
-28.0,52.0,1116.0,322.0,-440.0,-303.0,0.0,-0.2878750000000001,0.0,-0.2642499999999999,10111.0,2319.0,1425134348.370804,17.247004985809326
-52.0,80.0,1132.0,332.0,-448.0,-308.0,0.0,0.0,0.0,0.0,10110.0,2319.0,1425134348.597398,17.473598957061768
-36.0,-8.0,1188.0,331.0,-448.0,-305.0,0.0,-0.6728750000000001,0.0,1.0570000000000004,10109.0,2318.0,1425134348.824387,17.70058798789978
-20.0,40.0,1084.0,332.0,-458.0,-299.0,0.0,0.0,0.0,0.9432500000000004,10109.0,2319.0,1425134349.052321,17.928521871566772
-20.0,-36.0,1216.0,328.0,-438.0,-302.0,0.0,-0.8653750000000002,0.0,0.9607500000000004,10111.0,2319.0,1425134349.278985,18.15518593788147
0.0,-72.0,1152.0,335.0,-447.0,-303.0,0.0,-0.3928750000000001,0.0,0.4620000000000002,10110.0,2318.0,1425134349.507034,18.383234977722168
-24.0,-44.0,1180.0,338.0,-445.0,-302.0,0.0,0.0,0.0,0.3307500000000001,10109.0,2319.0,1425134349.733862,18.610062837600708
-40.0,-36.0,1172.0,336.0,-451.0,-302.0,0.0,-0.6291250000000002,0.0,-0.47424999999999984,10110.0,2318.0,1425134349.960632,18.836833000183105
-4.0,-108.0,1216.0,335.0,-449.0,-303.0,0.0,0.0,0.0,0.4882500000000003,10109.0,2319.0,1425134350.18716,19.063360929489136
-52.0,64.0,1104.0,328.0,-451.0,-302.0,0.0,-0.27037500000000014,0.0,0.0,10109.0,2319.0,1425134350.41407,19.290270805358887
-28.0,52.0,1116.0,333.0,-452.0,-303.0,0.0,-0.22662500000000008,0.0,-0.2204999999999997,10109.0,2319.0,1425134350.640835,19.517035961151123
-4.0,-20.0,1136.0,336.0,-452.0,-298.0,0.0,-0.4016250000000001,0.0,1.0832500000000005,10107.0,2319.0,1425134350.867604,19.743804931640625
-24.0,-12.0,1164.0,332.0,-452.0,-300.0,0.0,-5.205375000000001,0.0,1.4507500000000002,10108.0,2319.0,1425134351.094428,19.9706289768219
